Time (s),Voltage (V)
0.0,0.0
3.9215686274509805e-05,0.24391372010837714
7.843137254901961e-05,0.47309355683601007
0.00011764705882352942,0.6736956436465572
0.00015686274509803922,0.8336023852211195
0.00019607843137254904,0.9431544344712774
0.00023529411764705883,0.9957341762950345
0.0002745098039215686,0.9881654720812595
0.00031372549019607844,0.9209055179449537
0.00035294117647058826,0.7980172272802396
0.0003921568627450981,0.6269238058941065
0.00043137254901960784,0.41796034488678363
0.00047058823529411766,0.18374951781657037
0.0005098039215686275,-0.061560906133942536
0.0005490196078431372,-0.303152674113043
0.0005882352941176471,-0.5264321628773558
0.0006274509803921569,-0.7179119230644418
0.0006666666666666666,-0.8660254037844385
0.0007058823529411765,-0.961825643172819
0.0007450980392156863,-0.9995257197133659
0.0007843137254901962,-0.9768483177596007
0.0008235294117647059,-0.8951632913550626
0.0008627450980392157,-0.7594049166547074
0.0009019607843137256,-0.5777738314082513
0.0009411764705882353,-0.36124166618715303
0.000980392156862745,-0.12288829066471489
0.001019607843137255,0.12288829066471353
0.0010588235294117648,0.36124166618715337
0.0010980392156862745,0.5777738314082502
0.0011372549019607844,0.7594049166547071
0.0011764705882352942,0.8951632913550623
0.0012156862745098039,0.9768483177596006
0.0012549019607843138,0.9995257197133659
0.0012941176470588236,0.9618256431728192
0.0013333333333333333,0.8660254037844392
0.0013725490196078432,0.7179119230644418
0.001411764705882353,0.5264321628773563
0.0014509803921568627,0.3031526741130447
0.0014901960784313726,0.06156090613394303
0.0015294117647058824,-0.18374951781656945
0.0015686274509803923,-0.4179603448867836
0.001607843137254902,-0.626923805894106
0.0016470588235294118,-0.7980172272802387
0.0016862745098039217,-0.9209055179449536
0.0017254901960784314,-0.9881654720812593
0.0017647058823529412,-0.9957341762950347
0.0018039215686274511,-0.9431544344712777
0.0018431372549019608,-0.8336023852211202
0.0018823529411764706,-0.6736956436465573
0.0019215686274509805,-0.47309355683601084
0.00196078431372549,-0.24391372010837867
0.002,-4.898587196589413e-16
0.00203921568627451,0.24391372010837598
0.00207843137254902,0.47309355683600995
0.0021176470588235297,0.6736956436465579
0.002156862745098039,0.8336023852211186
0.002196078431372549,0.9431544344712767
0.002235294117647059,0.9957341762950345
0.0022745098039215687,0.9881654720812594
0.0023137254901960786,0.9209055179449539
0.0023529411764705885,0.7980172272802394
0.002392156862745098,0.6269238058941082
0.0024313725490196078,0.41796034488678446
0.0024705882352941176,0.18374951781657217
0.0025098039215686275,-0.06156090613394205
0.0025490196078431374,-0.30315267411304375
0.0025882352941176473,-0.5264321628773554
0.002627450980392157,-0.7179119230644411
0.0026666666666666666,-0.8660254037844377
0.0027058823529411765,-0.9618256431728184
0.0027450980392156863,-0.9995257197133659
0.002784313725490196,-0.9768483177596008
0.002823529411764706,-0.8951632913550628
0.002862745098039216,-0.7594049166547083
0.0029019607843137254,-0.5777738314082531
0.0029411764705882353,-0.361241666187156
0.002980392156862745,-0.1228882906647145
0.003019607843137255,0.12288829066471305
0.003058823529411765,0.36124166618715126
0.0030980392156862747,0.577773831408252
0.0031372549019607846,0.7594049166547073
0.003176470588235294,0.8951632913550606
0.003215686274509804,0.9768483177596005
0.003254901960784314,0.9995257197133659
0.0032941176470588237,0.9618256431728197
0.0033333333333333335,0.8660254037844385
0.0033725490196078434,0.7179119230644422
0.003411764705882353,0.5264321628773567
0.0034509803921568627,0.3031526741130452
0.0034901960784313726,0.06156090613394529
0.0035294117647058825,-0.18374951781656723
0.0035686274509803924,-0.41796034488678313
0.0036078431372549022,-0.6269238058941057
0.0036470588235294117,-0.7980172272802385
0.0036862745098039215,-0.9209055179449527
0.0037254901960784314,-0.9881654720812589
0.0037647058823529413,-0.9957341762950346
0.003803921568627451,-0.9431544344712778
0.003843137254901961,-0.8336023852211204
0.003882352941176471,-0.6736956436465563
0.00392156862745098,-0.47309355683601284
0.00396078431372549,-0.24391372010838086
0.004,-9.797174393178826e-16
0.00403921568627451,0.2439137201083755
0.00407843137254902,0.47309355683600796
0.00411764705882353,0.6736956436465575
0.00415686274509804,0.8336023852211194
0.0041960784313725494,0.9431544344712771
0.004235294117647059,0.9957341762950347
0.004274509803921568,0.9881654720812604
0.004313725490196078,0.9209055179449548
0.004352941176470588,0.7980172272802418
0.004392156862745098,0.62692380589411
0.004431372549019608,0.4179603448867849
0.004470588235294118,0.18374951781657264
0.0045098039215686276,-0.06156090613393979
0.0045490196078431374,-0.3031526741130433
0.004588235294117647,-0.5264321628773551
0.004627450980392157,-0.7179119230644407
0.004666666666666667,-0.8660254037844375
0.004705882352941177,-0.9618256431728193
0.004745098039215687,-0.9995257197133659
0.004784313725490196,-0.9768483177596017
0.004823529411764706,-0.8951632913550647
0.0048627450980392155,-0.7594049166547087
0.004901960784313725,-0.5777738314082536
0.004941176470588235,-0.3612416661871564
0.004980392156862745,-0.12288829066471851
0.005019607843137255,0.12288829066471256
0.005058823529411765,0.3612416661871508
0.005098039215686275,0.5777738314082516
0.005137254901960785,0.759404916654707
0.0051764705882352945,0.8951632913550619
0.005215686274509804,0.9768483177596003
0.005254901960784314,0.9995257197133659
0.005294117647058823,0.9618256431728199
0.005333333333333333,0.8660254037844405
0.005372549019607843,0.717911923064445
0.005411764705882353,0.5264321628773602
0.005450980392156863,0.303152674113049
0.005490196078431373,0.06156090613394223
0.0055294117647058825,-0.18374951781657023
0.005568627450980392,-0.4179603448867827
0.005607843137254902,-0.6269238058941053
0.005647058823529412,-0.7980172272802382
0.005686274509803922,-0.9209055179449525
0.005725490196078432,-0.9881654720812588
0.005764705882352942,-0.9957341762950342
0.005803921568627451,-0.9431544344712791
0.005843137254901961,-0.8336023852211226
0.0058823529411764705,-0.673695643646562
0.00592156862745098,-0.4730935568360164
0.00596078431372549,-0.2439137201083779
0.006,-1.4695761589768238e-15
0.00603921568627451,0.24391372010837503
0.00607843137254902,0.4730935568360075
0.00611764705882353,0.6736956436465545
0.00615686274509804,0.8336023852211171
0.0061960784313725495,0.9431544344712781
0.006235294117647059,0.9957341762950347
0.006274509803921569,0.9881654720812593
0.006313725490196078,0.9209055179449565
0.006352941176470588,0.7980172272802442
0.006392156862745098,0.6269238058941076
0.006431372549019608,0.41796034488678535
0.006470588235294118,0.18374951781657312
0.006509803921568628,-0.0615609061339393
0.0065490196078431375,-0.3031526741130394
0.006588235294117647,-0.5264321628773516
0.006627450980392157,-0.717911923064443
0.006666666666666667,-0.866025403784439
0.006705882352941177,-0.961825643172819
0.006745098039215687,-0.9995257197133659
0.006784313725490196,-0.9768483177596026
0.006823529411764706,-0.8951632913550632
0.006862745098039216,-0.7594049166547089
0.0069019607843137255,-0.577773831408254
0.006941176470588235,-0.36124166618715686
0.006980392156862745,-0.122888290664719
0.007019607843137255,0.12288829066470855
0.007058823529411765,0.36124166618714704
0.007098039215686275,0.5777738314082511
0.007137254901960785,0.7594049166547068
0.007176470588235295,0.8951632913550617
0.0072156862745098044,0.9768483177596002
0.007254901960784314,0.999525719713366
0.007294117647058823,0.96182564317282
0.007333333333333333,0.8660254037844407
0.007372549019607843,0.7179119230644453
0.007411764705882353,0.5264321628773605
0.007450980392156863,0.30315267411304947
0.007490196078431373,0.061560906133949815
0.0075294117647058826,-0.18374951781656976
0.007568627450980392,-0.41796034488678224
0.007607843137254902,-0.6269238058941049
0.007647058823529412,-0.7980172272802378
0.007686274509803922,-0.9209055179449523
0.007725490196078432,-0.9881654720812588
0.007764705882352942,-0.9957341762950344
0.007803921568627451,-0.9431544344712793
0.00784313725490196,-0.833602385221123
0.00788235294117647,-0.6736956436465623
0.00792156862745098,-0.47309355683601684
0.00796078431372549,-0.24391372010837836
0.008,-1.959434878635765e-15
0.00803921568627451,0.24391372010837456
0.00807843137254902,0.4730935568360071
0.00811764705882353,0.6736956436465542
0.00815686274509804,0.8336023852211168
0.00819607843137255,0.9431544344712757
0.00823529411764706,0.9957341762950346
0.00827450980392157,0.9881654720812594
0.00831372549019608,0.9209055179449538
0.008352941176470589,0.7980172272802403
0.008392156862745099,0.626923805894108
0.008431372549019609,0.4179603448867858
0.008470588235294119,0.18374951781656662
0.008509803921568629,-0.0615609061339459
0.008549019607843137,-0.3031526741130322
0.008588235294117647,-0.5264321628773512
0.008627450980392156,-0.7179119230644376
0.008666666666666666,-0.8660254037844353
0.008705882352941176,-0.961825643172817
0.008745098039215686,-0.9995257197133656
0.008784313725490196,-0.9768483177596027
0.008823529411764706,-0.8951632913550667
0.008862745098039216,-0.7594049166547092
0.008901960784313726,-0.5777738314082543
0.008941176470588235,-0.3612416661871573
0.008980392156862745,-0.12288829066471949
0.009019607843137255,0.12288829066470806
0.009058823529411765,0.3612416661871466
0.009098039215686275,0.5777738314082508
0.009137254901960785,0.7594049166547064
0.009176470588235295,0.8951632913550616
0.009215686274509804,0.9768483177596001
0.009254901960784314,0.999525719713366
0.009294117647058824,0.9618256431728202
0.009333333333333334,0.8660254037844409
0.009372549019607844,0.7179119230644407
0.009411764705882354,0.526432162877355
0.009450980392156864,0.3031526741130432
0.009490196078431374,0.06156090613394321
0.009529411764705883,-0.18374951781656926
0.009568627450980392,-0.41796034488677536
0.009607843137254901,-0.626923805894099
0.009647058823529411,-0.7980172272802333
0.009686274509803921,-0.9209055179449493
0.009725490196078431,-0.9881654720812587
0.009764705882352941,-0.995734176295035
0.00980392156862745,-0.9431544344712794
0.00984313725490196,-0.8336023852211232
0.00988235294117647,-0.6736956436465626
0.00992156862745098,-0.4730935568360172
0.00996078431372549,-0.24391372010838572
0.01,-2.4492935982947065e-15
